name	type	taxonid	kingdom	phylum	class	order	family	genus	species
B06932_Calescamantes bacterium T3.1	rRNA_5S	1643525	Bacteria	Candidatus Calescamantes	NA	NA	NA	NA	NA
B06933_Aerophobetes bacterium SCGC AAA255-F10	rRNA_5S	1052817	Bacteria	Candidatus Aerophobetes	NA	NA	NA	NA	NA
B06934_Aerophobetes bacterium JGI 0000014-A15	rRNA_5S	1104574	Bacteria	Candidatus Aerophobetes	NA	NA	NA	NA	NA
B06935_candidate division Zixibacteria bacterium RBG-1	rRNA_5S	1379698	Bacteria	candidate division Zixibacteria	NA	NA	NA	NA	NA
B06936_Fervidibacteria bacterium SCGC AAA471-D06	rRNA_5S	1052808	Bacteria	Candidatus Fervidibacteria	NA	NA	NA	NA	NA
B06937_Hydrogenedentes bacterium JGI 0000039-J10	rRNA_5S	1046982	Bacteria	Candidatus Hydrogenedentes	NA	NA	NA	NA	NA
B06938_Hydrogenedentes bacterium JGI 0000077-O16	rRNA_5S	1104620	Bacteria	Candidatus Hydrogenedentes	NA	NA	NA	NA	NA
B06939_Berkelbacteria bacterium GW2011_GWA2_35_9	rRNA_5S	1618333	Bacteria	Candidatus Berkelbacteria	NA	NA	NA	NA	NA
B06940_Berkelbacteria bacterium GW2011_GWA1_36_9	rRNA_5S	1618331	Bacteria	Candidatus Berkelbacteria	NA	NA	NA	NA	NA
B06941_Berkelbacteria bacterium GW2011_GWB1_38_5	rRNA_5S	1618336	Bacteria	Candidatus Berkelbacteria	NA	NA	NA	NA	NA
B06942_Berkelbacteria bacterium GW2011_GWA2_38_9	rRNA_5S	1618334	Bacteria	Candidatus Berkelbacteria	NA	NA	NA	NA	NA
B06943_Berkelbacteria bacterium GW2011_GWA1_39_10	rRNA_5S	1618332	Bacteria	Candidatus Berkelbacteria	NA	NA	NA	NA	NA
B06944_candidate division CPR1 bacterium GW2011_GWA2_42_17	rRNA_5S	1618341	Bacteria	candidate division CPR1	NA	NA	NA	NA	NA
B06945_candidate division CPR1 bacterium GW2011_GWA2_42_17	rRNA_5S	1618341	Bacteria	candidate division CPR1	NA	NA	NA	NA	NA
B06946_candidate division CPR1 bacterium GW2011_GWC1_49_13	rRNA_5S	1618342	Bacteria	candidate division CPR1	NA	NA	NA	NA	NA
B06947_Peregrinibacteria bacterium GW2011_GWC2_33_13	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06948_Peregrinibacteria bacterium GW2011_GWF2_38_29	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06949_Peregrinibacteria bacterium GW2011_GWC2_39_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06950_Peregrinibacteria bacterium GW2011_GWF2_39_17	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06951_Peregrinibacteria bacterium GW2011_GWF2_43_17	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06952_Peregrinibacteria bacterium GW2011_GWA2_44_7	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06953_Peregrinibacteria bacterium GW2011_GWA2_43_8	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06954_Peregrinibacteria bacterium GW2011_GWB1_54_5	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06955_Peregrinibacteria bacterium GW2011_GWC2_54_8	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06956_Peregrinibacteria bacterium GW2011_GWA2_54_9	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06957_Parcubacteria bacterium SCGC AAA011-A08	rRNA_5S	1046985	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
B06958_Parcubacteria bacterium SCGC AAA011-A09	rRNA_5S	1046987	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
B06959_Parcubacteria bacterium SCGC AB-164-E21	rRNA_5S	1104582	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
B06960_Parcubacteria bacterium SCGC AAA011-N16	rRNA_5S	699257	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
B06961_Parcubacteria bacterium RAAC4_OD1_1	rRNA_5S	1394712	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
B06962_candidate division CPR3 bacterium GW2011_GWF2_35_18	rRNA_5S	1618350	Bacteria	candidate division CPR3	NA	NA	NA	NA	NA
B06963_candidate division CPR3 bacterium GW2011_GWE2_35_7	rRNA_5S	1618349	Bacteria	candidate division CPR3	NA	NA	NA	NA	NA
B06964_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF2_30_133	rRNA_5S	1618771	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06965_Parcubacteria (Moranbacteria) bacterium GW2011_GWE1_37_24	rRNA_5S	1618709	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06966_Parcubacteria bacterium GW2011_GWA2_31_28	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06967_Parcubacteria (Nomurabacteria) bacterium GW2011_GWE2_31_40	rRNA_5S	1618763	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06968_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF1_31_48	rRNA_5S	1618767	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06969_Parcubacteria bacterium GW2011_GWC2_32_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06970_Parcubacteria (Nomurabacteria) bacterium GW2011_GWE1_32_28	rRNA_5S	1618760	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06971_Parcubacteria (Nomurabacteria) bacterium GW2011_GWA1_37_20	rRNA_5S	1618729	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06972_Parcubacteria (Moranbacteria) bacterium GW2011_GWD1_37_17	rRNA_5S	1618702	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06973_Parcubacteria bacterium GW2011_GWA1_33_6	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06974_Parcubacteria bacterium GW2011_GWC1_34_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06975_Parcubacteria (Moranbacteria) bacterium GW2011_GWF1_34_10	rRNA_5S	1618715	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06976_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWC2_34_16	rRNA_5S	1619045	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B06977_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF1_34_20	rRNA_5S	1618768	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06978_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWC2_37_14	rRNA_5S	1619046	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B06979_Parcubacteria (Moranbacteria) bacterium GW2011_GWF2_34_56	rRNA_5S	1618720	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06980_Parcubacteria (Moranbacteria) bacterium GW2011_GWE1_35_17	rRNA_5S	1618707	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06981_Parcubacteria (Moranbacteria) bacterium GW2011_GWE2_35_2-	rRNA_5S	1618712	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06982_Parcubacteria bacterium GW2011_GWC1_35_21	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06983_Parcubacteria (Campbellbacteria) bacterium GW2011_GWC1_35_31	rRNA_5S	1618629	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
B06984_Parcubacteria (Campbellbacteria) bacterium GW2011_GWD2_35_24	rRNA_5S	1618632	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
B06985_Parcubacteria (Nomurabacteria) bacterium GW2011_GWC2_35_35	rRNA_5S	1618751	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06986_Parcubacteria (Campbellbacteria) bacterium GW2011_GWD1_35_49	rRNA_5S	1618631	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
B06987_Parcubacteria (Moranbacteria) bacterium GW2011_GWF2_35_54	rRNA_5S	1618722	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06988_Parcubacteria (Nomurabacteria) bacterium GW2011_GWC2_35_8	rRNA_5S	1618752	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06989_Parcubacteria bacterium GW2011_GWC1_36_108	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06990_Parcubacteria (Nomurabacteria) bacterium GW2011_GWD2_36_14	rRNA_5S	1618758	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06991_Parcubacteria (Nomurabacteria) bacterium GW2011_GWA1_36_15	rRNA_5S	1618728	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06992_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF2_36_19	rRNA_5S	1618775	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06993_Parcubacteria (Moranbacteria) bacterium GW2011_GWD2_36_198	rRNA_5S	1618704	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06994_Parcubacteria bacterium GW2011_GWB1_36_5	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B06995_Parcubacteria (Nomurabacteria) bacterium GW2011_GWB1_36_6	rRNA_5S	1618741	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B06996_Parcubacteria (Moranbacteria) bacterium GW2011_GWF1_36_78	rRNA_5S	1618718	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06997_Parcubacteria (Yanofskybacteria) bacterium GW2011_GWC2_37_9	rRNA_5S	1619028	Bacteria	Candidatus Yanofskybacteria	NA	NA	NA	NA	NA
B06998_Parcubacteria (Moranbacteria) bacterium GW2011_GWF2_36_839	rRNA_5S	1618723	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B06999_Parcubacteria bacterium GW2011_GWC1_36_9	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07000_Parcubacteria (Nomurabacteria) bacterium GW2011_GWC2_36_9	rRNA_5S	1618753	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07001_Parcubacteria bacterium GW2011_GWA2_37_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07002_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWA2_37_8	rRNA_5S	1619036	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07003_Parcubacteria (Nomurabacteria) bacterium GW2011_GWC1_37_9	rRNA_5S	1618750	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07004_Parcubacteria (Nomurabacteria) bacterium GW2011_GWC1_37_9	rRNA_5S	1618750	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07005_Parcubacteria (Moranbacteria) bacterium GW2011_GWD2_37_9	rRNA_5S	1618705	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B07006_Parcubacteria bacterium GW2011_GWD2_38_11	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07007_Parcubacteria bacterium GW2011_GWD2_38_12	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07008_Parcubacteria (Falkowbacteria) bacterium GW2011_GWF2_38_1205	rRNA_5S	1618641	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07009_Parcubacteria (OD1-vii) bacterium GW2011_GWA2_38_13b	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07010_Parcubacteria bacterium GW2011_GWD1_38_16	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07011_Parcubacteria bacterium GW2011_GWA2_36_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07012_Parcubacteria bacterium GW2011_GWC2_36_17	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07013_Parcubacteria (Wolfebacteria) bacterium GW2011_GWC1_37_10	rRNA_5S	1619010	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07014_Parcubacteria (Moranbacteria) bacterium GW2011_GWF2_37_11	rRNA_5S	1618724	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B07015_Parcubacteria bacterium GW2011_GWE2_37_8	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07016_Parcubacteria bacterium GW2011_GWC1_38_17	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07017_Parcubacteria (Falkowbacteria) bacterium GW2011_GWC2_38_22	rRNA_5S	1618636	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07018_Parcubacteria (Falkowbacteria) bacterium GW2011_GWF1_38_22	rRNA_5S	1618640	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07019_Parcubacteria (Falkowbacteria) bacterium GW2011_GWE2_38_254	rRNA_5S	1618639	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07020_Parcubacteria bacterium GW2011_GWA2_38_27	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07021_Parcubacteria (Falkowbacteria) bacterium GW2011_GWE1_38_31	rRNA_5S	1618638	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07022_Parcubacteria (Falkowbacteria) bacterium GW2011_GWD2_38_42	rRNA_5S	1618637	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
B07023_Parcubacteria bacterium GW2011_GWA1_38_7	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07024_Parcubacteria bacterium GW2011_GWC1_38_6	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07025_Parcubacteria (Moranbacteria) bacterium GW2011_GWD2_38_7	rRNA_5S	1618706	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B07026_Parcubacteria bacterium GW2011_GWF2_38_76	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07027_Parcubacteria (Azambacteria) bacterium GW2011_GWA2_39_10	rRNA_5S	1618611	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07028_Parcubacteria bacterium GW2011_GWC1_39_12	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07029_Parcubacteria (Yanofskybacteria) bacterium GW2011_GWA1_39_13	rRNA_5S	1619019	Bacteria	Candidatus Yanofskybacteria	NA	NA	NA	NA	NA
B07030_Parcubacteria (Wolfebacteria) bacterium GW2011_GWC2_39_22	rRNA_5S	1619013	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07031_Parcubacteria bacterium GW2011_GWD2_40_9	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07032_Parcubacteria bacterium GW2011_GWC2_40_31	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07033_Parcubacteria bacterium GW2011_GWD1_40_9	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07034_Parcubacteria (Yanofskybacteria) bacterium GW2011_GWA2_44_9	rRNA_5S	1619025	Bacteria	Candidatus Yanofskybacteria	NA	NA	NA	NA	NA
B07035_Parcubacteria (Uhrbacteria) bacterium GW2011_GWC2_40_450	rRNA_5S	1618984	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07036_Parcubacteria (Uhrbacteria) bacterium GW2011_GWA2_41_10	rRNA_5S	1618977	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07037_Parcubacteria bacterium GW2011_GWF1_40_6	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07038_Parcubacteria bacterium GW2011_GWB2_40_8	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07039_Parcubacteria (Wolfebacteria) bacterium GW2011_GWC1_43_10	rRNA_5S	1619011	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07040_Parcubacteria (Giovannonibacteria) bacterium GW2011_GWC2_44_8	rRNA_5S	1618657	Bacteria	Candidatus Giovannonibacteria	NA	NA	NA	NA	NA
B07041_Parcubacteria (Nomurabacteria) bacterium GW2011_GWB1_40_7	rRNA_5S	1618744	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07042_Parcubacteria (Uhrbacteria) bacterium GW2011_GWF2_40_263	rRNA_5S	1618996	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07043_Parcubacteria bacterium GW2011_GWF2_40_69	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07044_Parcubacteria (Azambacteria) bacterium GW2011_GWA2_42_9	rRNA_5S	1618613	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07045_Parcubacteria (Moranbacteria) bacterium GW2011_GWA2_39_41	rRNA_5S	1618695	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B07046_Parcubacteria bacterium GW2011_GWF1_39_37	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07047_Parcubacteria (Uhrbacteria) bacterium GW2011_GWE1_39_46	rRNA_5S	1618990	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07048_Parcubacteria bacterium GW2011_GWC2_40_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07049_Parcubacteria bacterium GW2011_GWF2_40_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07050_Parcubacteria (Azambacteria) bacterium GW2011_GWE1_42_9	rRNA_5S	1618624	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07051_Parcubacteria bacterium GW2011_GWD2_43_10	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07052_Parcubacteria (Yanofskybacteria) bacterium GW2011_GWE2_40_11	rRNA_5S	1619033	Bacteria	Candidatus Yanofskybacteria	NA	NA	NA	NA	NA
B07053_Parcubacteria (Moranbacteria) bacterium GW2011_GWC2_40_12	rRNA_5S	1618699	Bacteria	Candidatus Moranbacteria	NA	NA	NA	NA	NA
B07054_Parcubacteria bacterium GW2011_GWC1_40_13	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07055_Parcubacteria bacterium GW2011_GWA2_40_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07056_Parcubacteria bacterium GW2011_GWA2_40_143	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07057_Parcubacteria bacterium GW2011_GWB1_40_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07058_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWC2_40_17	rRNA_5S	1619047	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07059_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWC2_41_17	rRNA_5S	1619048	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07060_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWA2_41_55	rRNA_5S	1619038	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07061_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF1_42_40	rRNA_5S	1618770	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07062_Parcubacteria bacterium GW2011_GWC1_41_7	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07063_Parcubacteria (Wolfebacteria) bacterium GW2011_GWA2_42_10	rRNA_5S	1619004	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07064_Parcubacteria bacterium GW2011_GWA2_42_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07065_Parcubacteria (Wolfebacteria) bacterium GW2011_GWD2_47_17	rRNA_5S	1619015	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07066_Parcubacteria (Azambacteria) bacterium GW2011_GWF2_42_22	rRNA_5S	1618627	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07067_Parcubacteria bacterium GW2011_GWC1_43_11	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07068_Parcubacteria (Giovannonibacteria) bacterium GW2011_GWB1_47_6b	rRNA_5S	1618655	Bacteria	Candidatus Giovannonibacteria	NA	NA	NA	NA	NA
B07069_Parcubacteria (Azambacteria) bacterium GW2011_GWD1_43_18	rRNA_5S	1618622	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07070_Parcubacteria (Wolfebacteria) bacterium GW2011_GWA1_47_6	rRNA_5S	1619003	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07071_Parcubacteria (Azambacteria) bacterium GW2011_GWC2_43_27	rRNA_5S	1618620	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07072_Parcubacteria bacterium GW2011_GWB1_43_8b	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07073_Parcubacteria bacterium GW2011_GWB1_43_8b	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07074_Parcubacteria bacterium GW2011_GWE1_40_20	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07075_Parcubacteria bacterium GW2011_GWA1_40_21	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07076_Parcubacteria bacterium GW2011_GWA2_40_23	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07077_Parcubacteria (Azambacteria) bacterium GW2011_GWF1_41_10	rRNA_5S	1618626	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
B07078_Parcubacteria (Uhrbacteria) bacterium GW2011_GWC2_41_11	rRNA_5S	1618985	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07079_Parcubacteria (Wolfebacteria) bacterium GW2011_GWB1_41_12	rRNA_5S	1619006	Bacteria	Candidatus Wolfebacteria	NA	NA	NA	NA	NA
B07080_Parcubacteria (Uhrbacteria) bacterium GW2011_GWD1_41_16	rRNA_5S	1618987	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07081_Parcubacteria (Uhrbacteria) bacterium GW2011_GWF2_41_16	rRNA_5S	1618997	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07082_Parcubacteria (Uhrbacteria) bacterium GW2011_GWC1_41_20	rRNA_5S	1618983	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07083_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWE2_42_7	rRNA_5S	1619052	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07084_Parcubacteria (Uhrbacteria) bacterium GW2011_GWB2_41_36	rRNA_5S	1618982	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07085_Parcubacteria (Uhrbacteria) bacterium GW2011_GWF2_41_40	rRNA_5S	1618998	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07086_Parcubacteria (Uhrbacteria) bacterium GW2011_GWB1_41_7	rRNA_5S	1618981	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07087_Parcubacteria bacterium GW2011_GWB1_42_6	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07088_Parcubacteria (Jorgensenbacteria) bacterium GW2011_GWF2_41_8	rRNA_5S	1618667	Bacteria	Candidatus Jorgensenbacteria	NA	NA	NA	NA	NA
B07089_Parcubacteria bacterium GW2011_GWC2_42_6	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07090_Parcubacteria (Yanofskybacteria) bacterium GW2011_GWC2_41_9	rRNA_5S	1619029	Bacteria	Candidatus Yanofskybacteria	NA	NA	NA	NA	NA
B07091_Parcubacteria bacterium GW2011_GWC2_42_11	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07092_Parcubacteria bacterium GW2011_GWC2_42_12	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07093_Parcubacteria bacterium GW2011_GWC2_42_13	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07094_Parcubacteria bacterium GW2011_GWD2_42_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07095_Parcubacteria bacterium GW2011_GWE2_42_14	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07096_Parcubacteria (Giovannonibacteria) bacterium GW2011_GWA1_44_25	rRNA_5S	1618645	Bacteria	Candidatus Giovannonibacteria	NA	NA	NA	NA	NA
B07097_Parcubacteria bacterium GW2011_GWA2_42_18	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07098_Parcubacteria (Giovannonibacteria) bacterium GW2011_GWF2_42_19	rRNA_5S	1618659	Bacteria	Candidatus Giovannonibacteria	NA	NA	NA	NA	NA
B07099_Parcubacteria bacterium GW2011_GWC1_42_21	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07100_Parcubacteria (Uhrbacteria) bacterium GW2011_GWA2_42_220	rRNA_5S	1618978	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA	NA
B07101_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWC2_42_27	rRNA_5S	1619049	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07102_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWA2_42_32	rRNA_5S	1619039	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07103_Parcubacteria bacterium GW2011_GWA2_42_35	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07104_Parcubacteria bacterium GW2011_GWA2_43_11	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07105_Parcubacteria bacterium GW2011_GWC1_43_11b	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07106_Parcubacteria bacterium GW2011_GWE2_43_12	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07107_Parcubacteria bacterium GW2011_GWA2_47_64	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07108_Parcubacteria bacterium GW2011_GWB1_44_7	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07109_Parcubacteria (Nomurabacteria) bacterium GW2011_GWA2_43_15	rRNA_5S	1618738	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07110_Parcubacteria (Nomurabacteria) bacterium GW2011_GWA1_43_17	rRNA_5S	1618731	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07111_Parcubacteria (Magasanikbacteria) bacterium GW2011_GWD2_43_18	rRNA_5S	1619051	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA	NA
B07112_Parcubacteria bacterium GW2011_GWA2_47_7	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07113_Parcubacteria (Nomurabacteria) bacterium GW2011_GWB1_43_19	rRNA_5S	1618745	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07114_Parcubacteria (Nomurabacteria) bacterium GW2011_GWB1_47_6	rRNA_5S	1618749	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07115_Parcubacteria (Nomurabacteria) bacterium GW2011_GWF2_43_24	rRNA_5S	1618778	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
B07116_Parcubacteria bacterium GW2011_GWA1_43_27	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B07117_Parcubacteria (Falkowbacteria) bacterium GW2011_GWF2_43_32	rRNA_5S	1618643	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
